序号,发行人_链接,发行人,文件名称_链接,文件名称,披露日期
9389,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=164,金科环境股份有限公司,http://static.sse.com.cn/stock/information/c/201908/9d930ec07b82449aaf9394a5f31a414f.pdf,8-1 发行人及保荐机构关于金科环境股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-23
9390,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=28,杭州鸿泉物联网技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/29fa2d5bfafc4150930cca1c3cd9ded6.pdf,8-2 会计师关于审核中心意见落实函的回复,2019-08-23
9391,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=28,杭州鸿泉物联网技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/e4a8877da36d462eaaa0475909beb288.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2019-08-23
9392,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/1746404a1dd34336858ecb9816bdf634.pdf,8-3-2 补充法律意见书（五）,2019-08-23
9393,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/c14d822acf8241a6a7aa0e66f1864eec.pdf,8-2-4 申报会计师关于审核中心意见落实函的回复,2019-08-23
9394,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/d28c2d7eec9344b8acf5bd0c53c97ec0.pdf,8-1-4 发行人及保荐机构关于审核中心意见落实函的回复,2019-08-23
9395,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=172,华夏天信智能物联股份有限公司,http://static.sse.com.cn/stock/information/c/201908/2b826572fd6b41d6bab5d128438f74c1.pdf,北京德恒律师事务所关于华夏天信智能物联股份有限公司首次公开发行股票并在科创板上市之补充法律意见书（二）（2019年半年报财务数据更新版）,2019-08-22
9396,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=172,华夏天信智能物联股份有限公司,http://static.sse.com.cn/stock/information/c/201908/d0c45a02a64a4d80a77da4f9e43ac156.pdf,致同会计师事务所（特殊普通合伙）关于华夏天信智能物联股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9397,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=172,华夏天信智能物联股份有限公司,http://static.sse.com.cn/stock/information/c/201908/92026f3d3f664322ba81a8200bf8a37f.pdf,华夏天信及中泰证券关于华夏天信智能物联股份有限公司首次公开发行股票并在科创板上市申请文件第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9398,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/232b9b42bc7e47d3a84f936729ad14ad.pdf,8-3 关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市之关于第一、二、三轮审核问询函的回复（2019年半年报财务数据更新版）之补充法律意见书,2019-08-22
9399,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/afe6afed5efb43cba159a5fbd2ad6d96.pdf,8-2-1 会计师关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函有关财务问题回复的专项说明（2019年半年报财务数据更新版）,2019-08-22
9400,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/935fb8790e8b4dd8ae867ef6f386f9eb.pdf,8-2-2 会计师关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函有关财务问题回复的专项说明（2019年半年报财务数据更新版）,2019-08-22
9401,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/e92feaf317d3492baed96148c47736c4.pdf,8-2-3 会计师关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函有关财务问题回复的专项说明（2019年半年报财务数据更新版）,2019-08-22
9402,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/7dd9d7f4bbe7421eadb308df0f779445.pdf,8-1-1 发行人及保荐机构关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9403,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/ca624e6b08fc42489f21a2d45d7a3965.pdf,8-1-2 发行人及保荐机构关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9404,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=107,北京国科环宇科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/2b11b944cf6047989bbef657fe31e7be.pdf,8-1-3 发行人及保荐机构关于北京国科环宇科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9405,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/eb06ee93d1484a2fb5d4b52dbfef6f65.pdf,8-3-1 发行人律师关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（四）,2019-08-22
9406,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/ecbc29a1444b489d9aab1eb08f7890cd.pdf,8-2-1 会计师事务所关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9407,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/eca534dd0d0a496bb72e9eec1fa7f256.pdf,8-2-2 申报会计师关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（2019年半年报财务数据更新版）-豁免版,2019-08-22
9408,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/96c75c1fae8a4f51ad79bc6c9ca16e6b.pdf,8-2-3 申报会计师关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2019年半年报财务数据更新版）- 豁免版,2019-08-22
9409,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/eaa15352ef9b43c1a14d63d5d41c8073.pdf,8-1-1 发行人及保荐机构关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9410,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/1630199c80a34fc6a816802ace0982cf.pdf,8-1-2 发行人及保荐机构关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（2019年半年报财务数据更新版）-豁免版,2019-08-22
9411,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=83,深圳市杰普特光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/3e1828da67cc4df88ec82210e1bb1fe3.pdf,8-1-3 发行人及保荐机构关于深圳市杰普特光电股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2019年半年报财务数据更新版）-豁免版,2019-08-22
9412,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=126,三达膜环境技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/0a27659e8be54d4498a714e0a4fa4b88.pdf,8-3 补充法律意见书（三）（2019年半年报财务数据更新版）,2019-08-22
9413,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=126,三达膜环境技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/52cd84502a824bb08952f3855b959780.pdf,8-2-1 申报会计师关于审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9414,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=126,三达膜环境技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/46a70234b9c64af6b3a8f4c5d0aedc51.pdf,8-2-2 申报会计师关于第二轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9415,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=126,三达膜环境技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/ca138916f1f64acd89a64f65e91e2033.pdf,8-1-1 发行人及保荐机构的审核问询函回复（2019年半年报财务数据更新版）,2019-08-22
9416,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=126,三达膜环境技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/61f2ecba7f5e4fff9544e1da47bd0b7b.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9417,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/3edc570faf654e54800d690324e90102.pdf,8-3-1 浙江天册律师事务所关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（四）（2019年半年报财务数据更新版）,2019-08-22
9418,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/6471301d72b14be38f1df7490682c5d0.pdf,8-2-1  会计师事务所关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函有关财务问题回复的专项说明（2019年半年报财务数据更新版）,2019-08-22
9419,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/67411336227149f8b1021cd402f7c24c.pdf,8-2-2 会计师事务所关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函有关财务问题回复的专项说明（2019年半年报财务数据更新版）,2019-08-22
9420,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/9169ed390ab84e0f9952bb7ef8f3f28e.pdf,8-2-3 会计师事务所关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函有关财务问题回复的专项说明（2019年半年报财务数据更新版）,2019-08-22
9421,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/6b6233f10b934ecf9459e9df1fbfcb74.pdf,8-1-1 发行人及保荐机构关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9422,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/8256bf20a5ce4e8f8e9d1c32393a4ea9.pdf,8-1-2 发行人及保荐机构关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9423,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=58,杭州当虹科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/7514f8f05a2548d88e47916c5e6b2c48.pdf,8-1-3 发行人及保荐机构关于杭州当虹科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-22
9424,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/ab87102da8be46f181ab23bdf764abbd.pdf,8-3 发行人律师补充法律意见书（四）（2019年半年报财务数据更新版）,2019-08-22
9425,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/586e84824c44477c9c38e34d636c9037.pdf,8-2-1 会计师回复意见（2019年半年报财务数据更新版）,2019-08-22
9426,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/8ec423470c5342ad89f32822eb1816da.pdf,8-2-2 会计师第二轮回复意见（2019年半年报财务数据更新版）,2019-08-22
9427,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/035dc0269fa644b78948a1f51852f3ae.pdf,8-2-3 会计师第三轮回复意见（2019年半年报财务数据更新版）,2019-08-22
9428,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/0053f2e67839462abd36cf376d6b8c69.pdf,8-2-4 会计师第四轮回复意见（2019年半年报财务数据更新版）,2019-08-22
9429,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/951bf555d9d84f178677e8291113c19f.pdf,8-1-1 发行人及保荐机构回复意见（2019年半年报财务数据更新版）,2019-08-22
9430,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/6c81771abf134312805059bf5fb59641.pdf,8-1-2 发行人及保荐机构第二轮回复意见（2019年半年报财务数据更新版）,2019-08-22
9431,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/9b67c4c2b3654433bdf482792af64fbc.pdf,8-1-3 发行人及保荐机构第三轮回复意见（2019年半年报财务数据更新版）,2019-08-22
9432,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/16e2b55ad2594b4b9c7b754af263035d.pdf,8-1-4 发行人及保荐机构第四轮回复意见（2019年半年报财务数据更新版）,2019-08-22
9433,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/24b9544139e54148a9b4fa4ac0c6c176.pdf,8-3 发行人律师补充法律意见书（四）（2019年半年报财务数据更新版）,2019-08-21
9434,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/3290460c3091446c96a93e8e2b147dfc.pdf,8-2 会计师审核中心意见落实函之会计师回复-豁免版,2019-08-21
9435,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/334ac9c84530444d97e6b6b89493268b.pdf,8-1 发行人及保荐机构审核中心意见落实函之回复-豁免版,2019-08-21
9436,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=28,杭州鸿泉物联网技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/c435ed72b39e48199d2a8d7b81725687.pdf,8-1-1 发行人及保荐机构关于杭州鸿泉物联网技术股份有限公司首次公开发行股票并在科创板上市申请文件的第一轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-21
9437,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=28,杭州鸿泉物联网技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/ced8f93ab95a4362bea5d4c74740dcf6.pdf,8-1-2 发行人及保荐机构关于杭州鸿泉物联网技术股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-21
9438,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=28,杭州鸿泉物联网技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/a25eaa164b6f4c44a6d05f62a89ab742.pdf,8-1-3 发行人及保荐机构关于杭州鸿泉物联网技术股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-21
9439,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/316a392188f947b09792ab38e420d21a.pdf,8-3 补充法律意见书(三),2019-08-20
9440,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/87ce538d4cec4f1797578de1d105877d.pdf,8-2 会计师第二轮审核问询函的回复,2019-08-20
9441,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/9f39ee3fdf624c12a3736d33ffbad86d.pdf,8-1 发行人及保荐机构二轮审核问询回复,2019-08-20
9442,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=144,中国电器科学研究院股份有限公司,http://static.sse.com.cn/stock/information/c/201908/e0b09f4378154b5c919ab0f38cea182f.pdf,8-3-2 补充法律意见书（二）,2019-08-19
9443,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=144,中国电器科学研究院股份有限公司,http://static.sse.com.cn/stock/information/c/201908/98d9de9f8cd44bec913a08df089069f9.pdf,8-2-2 审计机构关于第二轮审核问询函回复中有关财务会计问题的专项说明,2019-08-19
9444,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=144,中国电器科学研究院股份有限公司,http://static.sse.com.cn/stock/information/c/201908/b7c5b570f0fb4a5192b2f33ae9b692ba.pdf,8-1-2 发行人及保荐机构关于首次公开发行并在科创板上市申请文件第二轮审核问询函的回复,2019-08-19
9445,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=145,广州洁特生物过滤股份有限公司,http://static.sse.com.cn/stock/information/c/201908/a99ae52a4bae42188f0217bd05f9173e.pdf,8-3 律师补充法律意见书,2019-08-19
9446,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=145,广州洁特生物过滤股份有限公司,http://static.sse.com.cn/stock/information/c/201908/c2c5877937184c7a9d643d508d9b2d9f.pdf,8-2 会计师回复意见,2019-08-19
9447,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=145,广州洁特生物过滤股份有限公司,http://static.sse.com.cn/stock/information/c/201908/5c42a628341c4ab784d5ae93824baed9.pdf,8-1 关于广州洁特生物首次公开发行股票并在科创板上市申请文件的审核问询函的回复,2019-08-19
9448,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=79,北京安博通科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/1bedbbdab5c34494a0787e5bade8fb29.pdf,8-2 会计师关于发行注册环节反馈意见落实函的回复,2019-08-16
9449,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=79,北京安博通科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/83d18b2a418642acb27a8aa3f214562f.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2019-08-16
9450,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/4552358ffb5b41fdaddedd8303b8b5b8.pdf,通商律师事务所关于审核中心意见落实函的补充法律意见书,2019-08-16
9451,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/33513b7c9f8244009632df76a1ab304a.pdf,致同会计师事务所关于审核中心意见落实函的回复,2019-08-16
9452,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=100,华熙生物科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/570f7c76f84146e7b8225fff6cd0d5d6.pdf,华熙生物科技股份有限公司和华泰联合证券有限责任公司关于审核中心意见落实函的回复,2019-08-16
9453,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=48,博瑞生物医药（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/201908/4b9a21000cd640e89af02980d635a2e1.pdf,8-3 北京市竞天公诚律师事务所关于博瑞生物医药（苏州）股份有限公司首次公开发行股票并在科创板上市之补充法律意见书（四）,2019-08-16
9454,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=48,博瑞生物医药（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/201908/098070fa1bb44fbc9d0ab9ebee04ea1e.pdf,8-2 申报会计师关于审核中心意见落实函的回复,2019-08-16
9455,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=48,博瑞生物医药（苏州）股份有限公司,http://static.sse.com.cn/stock/information/c/201908/fcddb2a2c9c54f2ea05398518e5cf1d4.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2019-08-16
9456,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=161,深圳清溢光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/f0807b0be33a48d7a6ec0d183c8968c2.pdf,8-3 律师补充法律意见书（二）（关于一轮审核问询函的回复）,2019-08-16
9457,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=161,深圳清溢光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/312f452067b54873857a137a9ab3621a.pdf,8-2 会计师回复意见,2019-08-16
9458,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=161,深圳清溢光电股份有限公司,http://static.sse.com.cn/stock/information/c/201908/da25dcaf3ca04ebf9943d9ebd3432581.pdf,8-1 发行人及保荐机构回复意见,2019-08-16
9459,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/5f80886044c0460c8c350dd1bed3e740.pdf,8-3北京市金杜律师事务所关于成都秦川物联网科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（二）,2019-08-16
9460,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/a97437398cd74867b6fb2df713b739a3.pdf,8-2申报会计师回复（2019年半年报财务数据更新版）,2019-08-16
9461,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/12ef45c746944635ab769896a88b8fec.pdf,8-1发行人及保荐机构关于第一轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-16
9462,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/2cd36fd9810f4981bee4308861c0139f.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2019-08-15
9463,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=173,普元信息技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/3b38c096cb004a198b9a74747631bd08.pdf,8-3 律师补充法律意见书（一）,2019-08-15
9464,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=173,普元信息技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/d4249167bf6541e68d383e6c5f1aadcc.pdf,8-2 会计师关于第一轮审核问询函的回复,2019-08-15
9465,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=173,普元信息技术股份有限公司,http://static.sse.com.cn/stock/information/c/201908/ed200cdade7a4fbf95e16065393ae08b.pdf,8-1 发行人及保荐机构关于第一轮审核问询函的回复,2019-08-15
9466,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=171,无锡德林海环保科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/739ad26417cc4333a5a251d56be1f14d.pdf,8-3 律师事务所关于无锡德林海环保科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（一）（2019年半年报财务数据更新版）,2019-08-15
9467,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=171,无锡德林海环保科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/6cf51e53c3174527b0bdee12b154983b.pdf,8-2 会计师关于无锡德林海环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的首轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-15
9468,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=171,无锡德林海环保科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/2e6f7a96ffef42b2956ec8ac822a7fed.pdf,8-1 发行人与保荐机构关于无锡德林海环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的首轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-15
9469,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/c0652101549e424087c6877b514f9b70.pdf,8-3 补充法律意见书（六）（关于第一、二轮审核问询函回复之2019年半年报财务数据更新事项）,2019-08-15
9470,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/b69c7383ba5d47e5a1ee97eb180a5bd5.pdf,8-2-1 申报会计师关于第一轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-15
9471,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/5a1167be492c4e2fa537e35941a7a738.pdf,8-2-2 申报会计师关于第二轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-15
9472,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/4eda16a5df7b4f95bf7048b640d49dd8.pdf,8-2-3 申报会计师关于第三轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-15
9473,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/36e0ed029c0a459fb6d3ce7485d97dbc.pdf,8-1-3 发行人及保荐机构关于第三轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-15
9474,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/45d67b09eb8c4918bd5245c576d95bf7.pdf,8-1-1 发行人及保荐机构关于第一轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-15
9475,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=74,上海晶丰明源半导体股份有限公司,http://static.sse.com.cn/stock/information/c/201908/055750046c444756a88ccf73e28ad9f7.pdf,8-1-2 发行人及保荐机构关于第二轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-15
9476,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,http://static.sse.com.cn/stock/information/c/201908/a887cf0d95a445539da0e61b2f7ee9b1.pdf,8-3 补充法律意见书（二）,2019-08-14
