序号,发行人_链接,发行人,审核问询轮次,文件名称_链接,文件名称,披露日期
797,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=162,天合光能股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/3894d9a741ed4d049c20c1df3fd4e26b.pdf,8-1-1 发行人及保荐机构回复意见（三）,2019-12-12
798,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=162,天合光能股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/f7675b19d425411abf4c7a1df2fa8fc4.pdf,8-1-1发行人及保荐机构回复意见（二）,2019-10-17
799,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=162,天合光能股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/b243c8b521bd426b8df251e44f8eeae9.pdf,8-1 发行人及保荐机构回复意见,2019-07-22
800,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=123,天津久日新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/7b8bbfc82df2425c8d61cf22d2acfa4b.pdf,8-1 发行人及保荐机构回复意见（第三轮）,2019-08-29
801,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=123,天津久日新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/4a500f54eb12478db315ae98f326bb4b.pdf,8-1 发行人及保荐机构回复意见（第二轮）,2019-07-23
802,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=123,天津久日新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/8a364eb060af458cae9e6cdf095910d6.pdf,8-1 发行人及保荐机构回复意见,2019-06-19
803,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=338,天能电池集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/632d4b7cd9d2475f85f7d4338b1c4093.pdf,8-1发行人及保荐机构回复意见（三）,2020-05-19
804,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=338,天能电池集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/6b0dfa36864f47d58a9f69a7e92b1296.pdf,8-1 发行人及保荐机构回复意见（二）,2020-05-08
805,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=338,天能电池集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/ae0013fe722e4119baf6bd43875c00ac.pdf,8-1关于天能电池集团股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函回复,2020-04-15
806,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=73,威胜信息技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/b21d6013707047d0bd33842b6df655d2.pdf,8-1 发行人及保荐机构回复意见（三）,2019-09-10
807,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=73,威胜信息技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/e7e126ed40f2453cbc01052f58300fb0.pdf,8-1 发行人及保荐机构回复意见（二）,2019-06-25
808,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=73,威胜信息技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/5f6ed94a3eef4af3a393875065acb74e.pdf,8-1 发行人及保荐机构回复意见,2019-05-28
809,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=549,威腾电气集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/a35a26efb79047229dbfc4f5589e6821.pdf,8-1 发行人及保荐机构回复意见（二）,2020-11-23
810,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=549,威腾电气集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/b560cec533f24a20bd8899da0dec71b2.pdf,8-1 发行人及保荐机构回复意见（一）,2020-09-08
811,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=945,唯捷创芯（天津）电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/63c5d383b04847188d7ce26935b7cfab.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函之回复报告,2021-09-28
812,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=945,唯捷创芯（天津）电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/f60e7cbdddc04cb6bfef73d85d6af1c5.pdf,8-1 发行人及保荐机构关于审核问询函之回复报告,2021-08-23
813,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=192,无锡奥特维科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/eac97144105740f2ba5cd346607a836d.pdf,8-1-3 发行人及保荐机构关于第三轮审核问询函的回复意见,2019-12-05
814,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=192,无锡奥特维科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/f35d525068a0496c929d071f15e92115.pdf,8-1-2发行人及保荐机构关于第二轮审核问询函的回复意见,2019-11-11
815,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=192,无锡奥特维科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/4e57647456494ec6835d245bf7ffe05b.pdf,8-1 发行人及保荐机构回复意见（2019年半年报财务数据更新版）,2019-09-23
816,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=171,无锡德林海环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/75d6cb8b905e4a0595e4e15c50b1f1b3.pdf,8-1 发行人与保荐机构关于无锡德林海环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复,2019-11-03
817,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=171,无锡德林海环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/251029ac7c4548fc967b0b49005c0992.pdf,8-1 发行人及保荐机构关于无锡德林海环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2019-09-27
818,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=171,无锡德林海环保科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/2e6f7a96ffef42b2956ec8ac822a7fed.pdf,8-1 发行人与保荐机构关于无锡德林海环保科技股份有限公司首次公开发行股票并在科创板上市申请文件的首轮审核问询函的回复（2019年半年报财务数据更新版）,2019-08-15
819,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=434,无锡航亚科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/afe12e430e4a4124a6acadca0fd117de.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-08-07
820,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=434,无锡航亚科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/298932140502464fa0b56237d6e31775.pdf,8-1 发行人及保荐机构回复意见,2020-07-03
821,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1032,无锡市德科立光电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/666598ef036e455e91f83636a12d5e84.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-02-21
822,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1032,无锡市德科立光电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/cbbcfcd5fa9f48448dc97f59d373c731.pdf,8-1 发行人及保荐机构回复意见,2022-01-10
823,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/f5a17c01462844c6a18597d53d56235f.pdf,8-1发行人及保荐机构第三轮审核问询回复,2019-09-02
824,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/9f39ee3fdf624c12a3736d33ffbad86d.pdf,8-1 发行人及保荐机构二轮审核问询回复,2019-08-20
825,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=140,无锡祥生医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/f587701cd8ed42a28e15067e475db5be.pdf,8-1 发行人及保荐机构回复意见,2019-06-28
826,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=15,武汉科前生物股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/8ad13b5636a54f369674a97e378c312c.pdf,8-1 发行人及保荐机构第四轮回复意见,2019-09-29
827,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=15,武汉科前生物股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/5b725c615f61479ea4dff9b075f92ec9.pdf,8-1 发行人及保荐机构第三轮回复意见,2019-07-17
828,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=15,武汉科前生物股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/979d64c22d134b23a58752137151b959.pdf,8-1 发行人及保荐机构第二轮回复意见,2019-06-10
829,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=15,武汉科前生物股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/3c869d4b754e4e28a51ae06d36cf54f1.pdf,8-1 发行人及保荐机构回复意见,2019-05-05
830,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=540,武汉菱电汽车电控系统股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/0aed8665adf14b31a5a1de6b12f93625.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-10-21
831,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=540,武汉菱电汽车电控系统股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/0514e649cd6140e6a01e3e838198a430.pdf,8-1 发行人及保荐机构回复意见,2020-08-24
832,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=202,武汉兴图新科电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/62e1bf7bf1fa426e97a7d74b08cef260.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2019-09-30
833,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=202,武汉兴图新科电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/990b53bd81a2418aa15134f579f1fbe8.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2019-08-30
834,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/42db98b99c274a98b84472ac7dcf9ff6.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2021-01-29
835,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/4945fad2cf2c4bdfa40ee79576667965.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-01-11
836,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=709,武汉中科通达高新技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/48b1614a0ea0499d9921892a4f6d6e1b.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-12-11
837,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=70,西安铂力特增材技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/df063bc15533477fbcfa7061386c1b7e.pdf,西安铂力特增材技术股份有限公司及中信建投证券股份有限公司关于第三轮审核问询函的回复,2019-06-14
838,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=70,西安铂力特增材技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/9d32ff4b20ca4451af8029d30db5c9a3.pdf,西安铂力特增材技术股份有限公司及中信建投证券股份有限公司关于第二轮审核问询函的回复,2019-05-30
839,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=70,西安铂力特增材技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/edba4b2694f54a34ab5d55dff7bb9111.pdf,西安铂力特增材技术股份有限公司及中信建投证券股份有限公司关于审核问询函的回复,2019-05-12
840,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=585,西安凯立新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/8769745d412f45e0be4ed57ce92eae4f.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-10-28
841,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=585,西安凯立新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/a0c66b236b654108933099cb5117e5e9.pdf,8-1 发行人及保荐人审核问询函回复报告,2020-09-03
842,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=547,西安康拓医疗技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/814335ffccd84522bb865445f06184d2.pdf,8-1 发行人和保荐机构关于西安康拓医疗技术股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函之回复报告,2020-11-04
843,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=547,西安康拓医疗技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/e051706dedf448639b89d2394e9757e3.pdf,8-1 关于西安康拓医疗技术股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函之回复报告,2020-08-14
844,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=377,芯海科技（深圳）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/5acdc4cb324d441eab8b35185a5fc390.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-07-02
845,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=377,芯海科技（深圳）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/07d6b00031c24666b992be571c592fb2.pdf,8-1《关于芯海科技科创板审核问询函》之回复报告,2020-06-03
846,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=263,芯原微电子（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/4d90288896ca478894089f5c4cdca58d.pdf,8-1 发行人及保荐机构的第五轮审核问询函回复,2020-04-29
847,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=263,芯原微电子（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/c34b62749d1a4ecea24a5804e888cc78.pdf,8-1 发行人及保荐机构的第四轮审核问询函回复,2020-04-17
848,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=263,芯原微电子（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/13b5158075bf426abde469510b15a051.pdf,8-1 发行人及保荐机构的第三轮审核问询函回复,2020-01-22
849,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=263,芯原微电子（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/14d7737650cc4750af837f596d3acb1e.pdf,8-1 发行人及保荐机构的第二轮审核问询函回复,2020-01-09
850,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=263,芯原微电子（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/f2409ac3d99f462bad15365e4cadac6c.pdf,8-1 发行人及保荐机构的审核问询函回复,2019-12-06
851,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=556,新风光电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/643a31ceb8de475aac38300ab690f6f6.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-10-21
852,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=556,新风光电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/7671ec233f3344a7a63e1d4a0cdc888d.pdf,8-1 发行人及保荐机构回复意见,2020-09-15
853,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=710,新疆大全新能源股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/af88ab2a14e04b5288399c9c2820d866.pdf,8-1-2 发行人及保荐机构回复意见（二）,2021-01-15
854,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=710,新疆大全新能源股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/7fa78a5e5cd54637be98e5b0d32957ac.pdf,8-1发行人及保荐机构回复意见,2020-11-26
855,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1058,星环信息科技（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202205/503c2197af6c472f9beeb689d251b6fa.pdf,8-1-2 发行人及保荐机构回复意见（二）,2022-05-19
856,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1058,星环信息科技（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/e5f30aa962454a8aaf721d0e54c6dc28.pdf,8-1 发行人及保荐机构回复意见,2022-03-01
857,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=849,亚信安全科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/63999c97214c4b9f9cb7a683f31c59db.pdf,8-1 发行人及保荐机构回复意见（二）,2021-07-14
858,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=849,亚信安全科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/6a8cc2e75570431bb18530ddc766887f.pdf,8-1 发行人及保荐机构回复意见,2021-06-03
859,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1037,烟台德邦科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/60c0c6b459de40f28e703231ec744972.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-02-22
860,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1037,烟台德邦科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/99858ffdaa4a45c18028374b840b135b.pdf,8-1 发行人及保荐机构关于审核问询函的回复(豁免版),2022-01-07
861,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=9,烟台睿创微纳技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/e7cec74ae7e340bebd6462be60244197.pdf,8-1 发行人及保荐机构第三轮回复意见,2019-05-24
862,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=9,烟台睿创微纳技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/8376e646355147d3a008d6ff72c07b56.pdf,8-1 发行人及保荐机构第二轮回复意见,2019-05-16
863,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=9,烟台睿创微纳技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/201904/8333e4251a014e1a956f0d32379a5a9b.pdf,8-1 发行人及保荐机构回复意见,2019-04-23
864,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=869,益方生物科技（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/d51eac8d8bbc478bab9ef1ecb0e3d3ea.pdf,8-1-3 益方生物科技（上海）股份有限公司首次公开发行股票并在科创板上市申请文件第三轮审核问询函之回复报告,2021-09-28
865,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=869,益方生物科技（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/8c8bf88c3b0e4544abd6510ab998bf5a.pdf,8-1 益方生物科技（上海）股份有限公司首次公开发行股票并在科创板上市申请文件第二轮审核问询函之回复报告,2021-08-12
866,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=869,益方生物科技（上海）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/91300cb7a4394bcc81f7ed40ccf67f12.pdf,8-1 益方生物科技（上海）股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函之回复报告,2021-07-02
867,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=931,甬矽电子（宁波）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202111/a861a022241840ba8b4325a70f47df4d.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复意见,2021-11-17
868,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=931,甬矽电子（宁波）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/36b6bedcc8e14805b7d08c0b069accca.pdf,8-1 发行人及保荐机构关于第一轮审核问询函的回复,2021-09-01
869,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/46c8ed222d4a4ae1b16656852dcf7fee.pdf,8-1 发行人及保荐机构第四轮回复意见,2019-06-24
870,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/b7dbc11956b04a40ab88656ee26083f7.pdf,8-1 发行人及保荐机构第三轮回复意见,2019-06-09
871,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/d72d03a4400b456db95af20659faf540.pdf,8-1 发行人及保荐机构第二轮回复意见,2019-05-23
872,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=40,优刻得科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/f8b78f47e6df4658a1ee6826e8904e57.pdf,8-1 发行人及保荐机构回复意见,2019-05-06
873,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=455,优利德科技（中国）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/7cf9f46fa39a4f80977fb0ddcc0a5722.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-09-16
874,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=455,优利德科技（中国）股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/e3d05260be6c4008958c4b644f0b9587.pdf,8-1 发行人及保荐机构回复意见,2020-08-14
875,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1088,有研半导体硅材料股份公司,1,http://static.sse.com.cn/stock/information/c/202206/72ed0d479f4247949faa84eedbe72fbd.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2022-06-09
876,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1088,有研半导体硅材料股份公司,1,http://static.sse.com.cn/stock/information/c/202203/e87afd73337141af87297341d65c62b4.pdf,8-1 发行人及保荐机构回复意见,2022-03-23
877,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=587,有研粉末新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/601109f62ef240cbaf83abd31e82fbd9.pdf,8-1 发行人及保荐机构的第三轮审核问询函回复,2020-10-22
878,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=587,有研粉末新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/15f99bd6f78e48e1860b8d752e3a95c0.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2020-09-30
879,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=587,有研粉末新材料股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/e57e40d31004406088e52b702506a367.pdf,8-1 发行人及保荐机构的审核问询函回复,2020-08-24
880,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=995,昱能科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/46f46f197d5044569cdd5e74f111c12e.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-02-16
881,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=995,昱能科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/1b3b5347e53f48ea9250bd3dbdc0ab95.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2022-01-14
882,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=424,悦康药业集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/308501a2c7e649e2b973de2598be642b.pdf,8-1 悦康药业集团股份有限公司及中信证券股份有限公司关于第二轮审核问询函之回复报告,2020-08-19
883,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=424,悦康药业集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/e8968d2d8a744be8861f6139b47aac21.pdf,8-1 悦康药业集团股份有限公司及中信证券股份有限公司关于审核问询函之回复报告,2020-07-06
884,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=790,云从科技集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/a9e5d48f57d54885b6aecb21f42b1ca5.pdf,8-1-2 发行人及保荐机构回复意见（二）,2021-06-25
885,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=790,云从科技集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/fc25be053aad4e9f8b639f0807984df8.pdf,8-1 发行人及保荐机构回复意见,2021-03-05
886,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=180,泽达易盛（天津）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/bd49b811084f49949d97c8c0c74d63cf.pdf,8-1 发行人及保荐机构回复意见（五）,2020-01-23
887,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=180,泽达易盛（天津）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/effcde2c6e764d6abccc8fd88739d342.pdf,8-1 发行人及保荐机构回复意见（四）,2020-01-15
888,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=180,泽达易盛（天津）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/a2b202eb67d449ff82fc6b49a35c522d.pdf,8-1 发行人及保荐机构回复意见（三）,2020-01-02
889,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=180,泽达易盛（天津）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/5f1efd8167df4b8eb419bad40c8a5b2e.pdf,8-1 发行人及保荐机构回复意见（二）,2019-10-31
890,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=180,泽达易盛（天津）科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/98b42c89a7f54d50b719ae75662220ca.pdf,8-1 发行人及保荐机构回复意见,2019-09-25
891,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=71,张家港广大特材股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/0a4d6c7fb38e4b39be893ea5b2c9849f.pdf,8-1 发行人及保荐机构关于第五轮审核问询函的回复,2019-10-22
892,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=71,张家港广大特材股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/0d5b72e92043431ab19ece80d7026055.pdf,8-1 发行人及保荐机构关于第四轮审核问询函的回复,2019-09-30
893,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=71,张家港广大特材股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/f9282e5a10be41acad29d21907b057f5.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2019-07-03
894,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=71,张家港广大特材股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/7e5f59c1ee08482186d4d6061818e38b.pdf,张家港广大特材股份有限公司及中信建投证券股份有限公司关于第二轮审核问询函的回复,2019-05-27
895,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=71,张家港广大特材股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/1617a2efbe3f4c5b98ae0a13c146af34.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2019-05-01
896,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=699,长春百克生物科技股份公司,1,http://static.sse.com.cn/stock/information/c/202011/de6acc1e72b34e03a102c6b36531c042.pdf,8-1-2 长春百克生物科技股份股份有限公司及中信证券股份有限公司关于审核问询函之第二轮回复报告,2020-11-16
897,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=699,长春百克生物科技股份公司,1,http://static.sse.com.cn/stock/information/c/202010/47cf4016a13c4fa1bed3e12ea768abf0.pdf,8-1-1 发行人及保荐机构回复意见,2020-10-27
